created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Wed Oct 25 15:26:30 +0000 2023;1717200973620474338;"Berkunjung ke Sumatra Barat hari ini, saya datang ke Gudang Bulog Baru Rawang Timur, Kota Padang untuk mengecek persediaan beras di sana.  Sebetulnya, Provinsi Sumatra Barat ini surplus beras. Akan tetapi, meski produksi beras surplus, yang namanya cadangan beras itu harus ada.… https://t.co/YM4YvLtNFZ";6;73;52;366;in;366987179;1717200973620474338;jokowi;https://twitter.com/jokowi/status/1717200973620474338
Wed Oct 25 15:22:22 +0000 2023;1717199931579277448;"Setiap kunjungan ke daerah, saya berusaha untuk singgah melihat satu atau dua sekolah, terutama Sekolah Menengah Kejuruan. Mengapa ke SMK?  Karena di situlah sebetulnya bisa kita lihat keterampilan siswa-siswa diasah.  Seperti hari ini, dalam kunjungan ke Sumatra Barat, saya… https://t.co/07qlrlmb7n";9;72;56;443;in;366987179;1717199931579277448;jokowi;https://twitter.com/jokowi/status/1717199931579277448
Wed Oct 25 15:18:06 +0000 2023;1717198858458181972;"Suasana Pasar Ibu di Kabupaten Kepulauan Mentawai, Sumatra Barat, siang tadi tampak ramai saat saya datang. Saya berkeliling pasar, menyapa para pedagang sekaligus mengecek harga-harga bahan pangan, juga membagikan bantuan sosial. https://t.co/Ng4EEseRxd";4;45;48;336;in;366987179;1717198858458181972;jokowi;https://twitter.com/jokowi/status/1717198858458181972
Wed Oct 25 11:30:59 +0000 2023;1717141704342695940;"Meresmikan Bandar Udara Mentawai di Kabupaten Kepulauan Mentawai, Sumatra Barat, siang ini.  Bandara Mentawai merupakan salah satu bandara terluar di Tanah Air. Bandara ini akan menggantikan  Bandara Rokot Sipora.   Bandara Rokot Siporo hanya bisa didarati pesawat berkapasitas 12… https://t.co/pwzKCdo32S";14;217;204;1587;in;366987179;1717141704342695940;jokowi;https://twitter.com/jokowi/status/1717141704342695940
Wed Oct 25 08:04:00 +0000 2023;1717089612517245109;"Mendarat di Bandara Internasional Minangkabau, Kabupaten Padang Pariaman, siang ini, untuk kunjungan kerja di Provinsi Sumatra Barat.   Di Sumbar, saya antara lain akan meresmikan Bandara Mentawai di Kab. Kepulauan Mentawai, meninjau persediaan beras di Gudang Bulog Rawang Timur,… https://t.co/lUmtp1oBg1";31;473;223;1886;in;366987179;1717089612517245109;jokowi;https://twitter.com/jokowi/status/1717089612517245109
Wed Oct 25 07:59:51 +0000 2023;1717088568122937683;"Selamat bertugas Letnan Jenderal TNI Agus Subiyanto sebagai Kepala Staf TNI Angkatan Darat. https://t.co/e6M8ls4eJi";16;142;217;2339;in;366987179;1717088568122937683;jokowi;https://twitter.com/jokowi/status/1717088568122937683
Wed Oct 25 06:35:37 +0000 2023;1717067370987192561;"Selamat bekerja Bapak Andi Amran Sulaiman, Menteri Pertanian pada Kabinet Indonesia Maju dalam sisa masa jabatan periode 2019-2024. https://t.co/q5EksEvt9K";53;325;266;2984;in;366987179;1717067370987192561;jokowi;https://twitter.com/jokowi/status/1717067370987192561
Tue Oct 24 09:32:15 +0000 2023;1716749433180962951;"Kunci dari keberlanjutan pembangunan Indonesia yaitu dengan memastikan implementasi dari peta jalan yang telah disusun berjalan baik. Peta jalan itu sudah jelas, tinggal mengawal implementasi di lapangan.  Pada acara Investor Daily Summit 2023 di Hutan Kota by Plataran, Senayan,… https://t.co/BrVG2XMv27";53;843;351;3114;in;366987179;1716749433180962951;jokowi;https://twitter.com/jokowi/status/1716749433180962951
Mon Oct 23 06:05:42 +0000 2023;1716335065243009343;"Menerima surat kepercayaan dari 12 duta besar luar biasa dan berkuasa penuh (LBBP) negara-negara sahabat, hari ini di Ruang Kredensial, Istana Merdeka.  Para duta besar tersebut berasal dari negara-negara sahabat yaitu India, Brazil, Swedia, Britania Raya dan Irlandia Utara,… https://t.co/6XzQxNY98i";32;872;410;3902;in;366987179;1716335065243009343;jokowi;https://twitter.com/jokowi/status/1716335065243009343
Sun Oct 22 10:31:02 +0000 2023;1716039453243027871;"Dua rumah sakit TNI di Kota Surabaya, Jawa Timur kini sudah siap untuk dimanfaatkan. Rumah Sakit Tk.III Brawijaya dan Rumah Sakit Angkatan Laut Tk.II dr. Soekantyo Jahja tersebut saya resmikan hari ini dalam kunjungan ke Jawa Timur.   Penambahan fasilitas kesehatan ini sangat… https://t.co/tDqDkHAVgc";28;638;359;3430;in;366987179;1716039453243027871;jokowi;https://twitter.com/jokowi/status/1716039453243027871
Sun Oct 22 10:30:00 +0000 2023;1716039194106310802;"Satu abad Nahdlatul Ulama tahun ini diperingati salah satunya dengan pembangunan gedung setinggi 13 lantai, yakni Tower Rumah Sakit Islam Surabaya A. Yani di Kota Surabaya.   Saya meresmikan tower tersebut siang ini dengan harapan agar dapat meningkatkan kualitas pelayanan rumah… https://t.co/sBZVrF8OGS";17;263;284;2444;in;366987179;1716039194106310802;jokowi;https://twitter.com/jokowi/status/1716039194106310802
Sun Oct 22 08:20:34 +0000 2023;1716006619191148709;"Selamat bertugas dan selamat bekerja kepada Ketua Umum dan seluruh jajaran Pagar Nusa masa khidmat 2023-2028 yang dikukuhkan hari ini.   Mari saling menjaga dan mendamaikan serta menjaga persatuan antarmasyarakat di Tanah Air. https://t.co/cVswlQ4LVr";21;213;270;2148;in;366987179;1716006619191148709;jokowi;https://twitter.com/jokowi/status/1716006619191148709
Sun Oct 22 08:19:08 +0000 2023;1716006260020220203;"Apel Hari Santri tahun ini digelar di pelataran Monumen Tugu Pahlawan, Kota Surabaya.   Hari santri kita peringati merujuk kepada resolusi jihad yang disampaikan oleh Kiai Haji Hasyim Asyari, Rais Akbar Nahdlatul Ulama pada masa kemerdekaan Indonesia. Semangat hari santri ini… https://t.co/JbjLA1StmH";13;286;317;2505;in;366987179;1716006260020220203;jokowi;https://twitter.com/jokowi/status/1716006260020220203
Sun Oct 22 01:01:19 +0000 2023;1715896076824400309;"Indonesia telah melalui berbagai onak dan duri dalam perjalanan sejarahnya, semenjak masa perjuangan, kemerdekaan, hingga pembangunan. Dan sekarang, Indonesia mengejar kemajuan untuk memenangkan persaingan yang ketat dengan bangsa-bangsa lain.   Bersama para santri yang setia… https://t.co/wYZN4LY0Rg";62;856;768;6516;in;366987179;1715896076824400309;jokowi;https://twitter.com/jokowi/status/1715896076824400309
Fri Oct 20 14:50:42 +0000 2023;1715380024101192176;"Alhamdulillah, seluruh kegiatan lawatan kenegaraan di Arab Saudi sudah selesai. Siang waktu setempat, saya dan Ibu Negara meninggalkan Bandara Internasional King Khalid untuk pulang ke Tanah Air. https://t.co/zHtiu2PbP4";46;486;486;4283;in;366987179;1715380024101192176;jokowi;https://twitter.com/jokowi/status/1715380024101192176
Fri Oct 20 14:13:01 +0000 2023;1715370540985446413;"Pertemuan saya dengan Yang Mulia Perdana Menteri Kerajaan Arab Saudi Mohammed bin Salman Al-Saud kemarin membawa hasil yang kita harapkan: kuota haji tambahan sebanyak 20 ribu jemaah Indonesia untuk perjalanan haji pada tahun 2024 mendatang. Alhamdulillah.  Kuota tambahan… https://t.co/PAM1hcRrnu";93;637;690;5810;in;366987179;1715370540985446413;jokowi;https://twitter.com/jokowi/status/1715370540985446413
Fri Oct 20 12:29:08 +0000 2023;1715344398026953059;"Konferensi Tingkat Tinggi ASEAN-GCC (Gulf Cooperation Council) digelar di Hotel Ritz Carlton, Riyadh, pagi ini waktu setempat.  Indonesia sebagai Ketua ASEAN 2023 menyambut baik momentum bersejarah pertemuan pertama ASEAN dengan para pemimpin negara teluk. ASEAN dan GCC adalah… https://t.co/ibKKb0gUPO";13;125;350;2176;in;366987179;1715344398026953059;jokowi;https://twitter.com/jokowi/status/1715344398026953059
Fri Oct 20 01:41:18 +0000 2023;1715181366185480328;"“Bagaimana perjalanan Anda?” Begitu pertanyaan pertama Yang Mulia Perdana Menteri Kerajaan Arab Saudi Mohammed bin Salman al-Saud setiba saya di Istana Al-Yamamah, Riyadh siang kemarin. Dan seusai penyambutan resmi kenegaraan, kami melaksanakan pertemuan bilateral, lalu… https://t.co/HpTFgGpX0E";38;248;583;3913;in;366987179;1715181366185480328;jokowi;https://twitter.com/jokowi/status/1715181366185480328
Fri Oct 20 01:15:32 +0000 2023;1715174880709374269;"Saya tiba di Istana Al-Yamamah, Riyadh siang kemarin waktu setempat, dan disambut oleh Perdana Menteri Kerajaan Arab Saudi (KAS) Mohammed bin Salman al-Saud. Dan seusai serangkaian penyambutan resmi kenegaraan, saya dan Yang Mulia PM Mohammed melakukan pertemuan bilateral yang… https://t.co/5uJKMk6S98";16;219;493;4043;in;366987179;1715174880709374269;jokowi;https://twitter.com/jokowi/status/1715174880709374269
Thu Oct 19 10:21:49 +0000 2023;1714949968119976036;"Tindak kekerasan yang terjadi di Gaza adalah pelanggaran terhadap hukum humaniter internasional.   Sekaranglah saatnya dunia berdiri bersama, membangun solidaritas global untuk menyelesaikan masalah Palestina secara adil dan menerapkan parameter internasional yang telah… https://t.co/5SRzspOj0S";158;653;1285;6323;in;366987179;1714949968119976036;jokowi;https://twitter.com/jokowi/status/1714949968119976036
Thu Oct 19 10:12:56 +0000 2023;1714947735236092118;"Selasa 17 Oktober malam di Beijing, RRT. Saya dan Ibu Negara menghadiri Welcoming Dinner Leaders Belt and Road Forum di Great Hall of the People. Di antara pemimpin dunia yang datang adalah Presiden Rusia Vladimir Putin. Kami bertemu dan berbincang sejenak sebelum acara santap… https://t.co/dEZAV4dH1o";20;165;418;3085;in;366987179;1714947735236092118;jokowi;https://twitter.com/jokowi/status/1714947735236092118
Wed Oct 18 12:15:16 +0000 2023;1714616131200422347;"Bertolak dari Beijing Capital International Airport, petang ini, menuju Riyadh untuk melanjutkan lawatan kenegaraan di Kerajaan Arab Saudi. https://t.co/C7xLzsbN12";32;252;391;3508;in;366987179;1714616131200422347;jokowi;https://twitter.com/jokowi/status/1714616131200422347
Wed Oct 18 11:40:21 +0000 2023;1714607343873495529;"Ada empat hal penting dalam membangun konektivitas di sebuah negara. Ini saya sampaikan dalam sambutan di hadapan peserta High Level Forum bertema Connectivity in an Open Global Academy di China National Convention Center, Beijing, hari ini.   Empat hal itu apa saja? Harus… https://t.co/8wS09EOgDW";32;230;383;2520;in;366987179;1714607343873495529;jokowi;https://twitter.com/jokowi/status/1714607343873495529
Wed Oct 18 09:27:33 +0000 2023;1714573922455507013;"Saat KTT ke-3 Belt and Road Forum for International Cooperation di Beijing berlangsung, para pendamping pemimpin negara-negara peserta mengikuti agenda yang telah disiapkan oleh tuan rumah Madam Peng Liyuan. Pagi ini, Ibu Negara juga menghadiri kegiatan yang digelar di Museum… https://t.co/u8PiNXEk0u";10;88;289;2259;in;366987179;1714573922455507013;jokowi;https://twitter.com/jokowi/status/1714573922455507013
Wed Oct 18 09:20:40 +0000 2023;1714572190413476003;"Di sela-sela pelaksanaan KTT ke-3 Belt and Road Forum for International Cooperation, hari ini, saya melakukan pertemuan bilateral dengan Ketua Kongres Rakyat Nasional RRT Zhao Leji.  Pada pertemuan tersebut Ketua Zhao Leji menyebut kepemimpinan strategis RRT dan Indonesia… https://t.co/prNz9Mxf26";12;109;291;2336;in;366987179;1714572190413476003;jokowi;https://twitter.com/jokowi/status/1714572190413476003
Tue Oct 17 16:20:27 +0000 2023;1714315447171191241;"Tiba di Great Hall of the People, Beijing, bersama Ibu Negara untuk menghadiri jamuan santap malam yang digelar bagi para pemimpin negara yang menghadiri KTT ke-3 Belt and Road Forum for International Cooperation.   Kedatangan kami disambut langsung oleh Presiden Xi Jinping dan… https://t.co/dqrrtCjUNv";25;242;421;3176;in;366987179;1714315447171191241;jokowi;https://twitter.com/jokowi/status/1714315447171191241
Tue Oct 17 15:38:53 +0000 2023;1714304987436839420;"Hari ini, saya menggelar pertemuan bilateral dengan Presiden RRT Xi Jinping di Great Hall of the People, Beijing. Pertemuan digelar seusai penyambutan resmi yang khidmat dari Yang Mulia Presiden Xi Jinping. Terima kasih.  Dalam pertemuan tersebut, saya menyampaikan empat hal:… https://t.co/JrvPe4YwOj";18;156;311;2253;in;366987179;1714304987436839420;jokowi;https://twitter.com/jokowi/status/1714304987436839420
Tue Oct 17 13:54:29 +0000 2023;1714278713825882298;"Bertemu Presiden Rusia Vladimir Putin sesaat sebelum menghadiri Welcoming Dinner Leaders Belt and Road Forum di Great Hall of the People, Beijing, malam ini. https://t.co/7vLEv3gdNS";177;410;911;8184;in;366987179;1714278713825882298;jokowi;https://twitter.com/jokowi/status/1714278713825882298
Tue Oct 17 11:12:02 +0000 2023;1714237829931467051;"Pertemuan bilateral dengan Presiden Republik Sosialis Demokratik Sri Lanka, Ranil Wickremesinghe, di China World Hotel, Beijing, siang tadi.   Saya dan Presiden Wickremesinghe membahas peningkatan kerja sama kedua negara di berbagai bidang. Saya juga mengharapkan dukungan Sri… https://t.co/zJXGXTPKOc";15;171;240;2096;in;366987179;1714237829931467051;jokowi;https://twitter.com/jokowi/status/1714237829931467051
Tue Oct 17 11:09:40 +0000 2023;1714237236575969657;"Berkunjung dan meletakkan karangan bunga di Monumen Pahlawan Rakyat, Tiananmen Square, Beijing, RRT, hari ini. Lagu kebangsaan kedua negara diperdengarkan saat saya tiba di monumen ini. https://t.co/YNiYHBlgNR";51;153;267;2483;in;366987179;1714237236575969657;jokowi;https://twitter.com/jokowi/status/1714237236575969657
Tue Oct 17 08:00:05 +0000 2023;1714189524111401335;"Pertemuan bilateral dengan Perdana Menteri RRT Li Qiang pagi waktu setempat di Diaoyutai State House, Beijing.  Kemitraan strategis komprehensif antara Indonesia-RRT telah berkembang sangat baik dalam 10 tahun terakhir. RRT menjadi mitra dagang terbesar Indonesia dan menjadi… https://t.co/kJT1SjNvHc";17;331;299;2430;in;366987179;1714189524111401335;jokowi;https://twitter.com/jokowi/status/1714189524111401335
Tue Oct 17 01:13:18 +0000 2023;1714087154656428339;"Forum Bisnis Indonesia-Republik Rakyat Tiongkok (RRT) diselenggarakan di China World Hotel, Beijing, semalam. Dan di hadapan para pengusaha dan para undangan, saya menyampaikan penghargaan untuk investasi dan kontribusi para pengusaha RRT dalam pembangunan di Indonesia.  Tahun… https://t.co/M0LCPgTnoU";13;359;223;1805;in;366987179;1714087154656428339;jokowi;https://twitter.com/jokowi/status/1714087154656428339
Mon Oct 16 14:15:28 +0000 2023;1713921606861598793;"Mahkamah Konstitusi hari ini membacakan putusan terhadap sejumlah gugatan perkara yang diberitakan dan dibahas secara luas. Saya yang sedang dalam lawatan ke luar negeri juga mendapatkan pertanyaan dan dimintai tanggapan mengenai putusan-putusan tersebut. https://t.co/RkhmToYrdp";430;2125;680;4230;in;366987179;1713921606861598793;jokowi;https://twitter.com/jokowi/status/1713921606861598793
Mon Oct 16 12:36:04 +0000 2023;1713896592523366650;"Menempuh tujuh jam penerbangan dari Indonesia, pesawat Garuda Indonesia GIA-1 mendarat di Beijing Capital International Airport, Beijing, Senin sore waktu setempat. Dari sini, saya langsung menuju China World Hotel untuk menghadiri Indonesia-China Business Forum. https://t.co/tThxjS8TtK";31;477;309;2430;in;366987179;1713896592523366650;jokowi;https://twitter.com/jokowi/status/1713896592523366650
Mon Oct 16 03:41:55 +0000 2023;1713762166371954793;"Saya dan Ibu Negara meninggalkan Tanah Air pagi ini dan memulai rangkaian lawatan ke Beijing, Republik Rakyat Tiongkok dan Riyadh, Kerajaan Arab Saudi, sampai lima hari mendatang.  Kunjungan saya ke Beijing adalah untuk bertemu dengan Presiden Xi Jinping, Perdana Menteri Li… https://t.co/jh8J1C6tNV";137;1038;1126;8865;in;366987179;1713762166371954793;jokowi;https://twitter.com/jokowi/status/1713762166371954793
Mon Oct 16 02:04:45 +0000 2023;1713737715932668315;"Ini tahun yang berat bagi dunia, tak terkecuali Indonesia. El Nino, kenaikan suhu bumi, kemarau panjang yang menyebabkan gagal tanam dan gagal panen, hingga faktor geopolitik dunia telah mempengaruhi pasokan pangan.   Semua tantangan itu telah kita antisipasi dengan menyiapkan… https://t.co/5DR1vC7nQI";102;690;780;5852;in;366987179;1713737715932668315;jokowi;https://twitter.com/jokowi/status/1713737715932668315
Fri Oct 13 03:40:12 +0000 2023;1712674572418629807;"Lepas landas dari Pangkalan TNI AU Atang Sendjaja, Bogor menuju Kabupaten Indramayu dengan helikopter Super Puma TNI AU. Bersama saya ada Menteri Sekretaris Negara, Plt Menteri Pertanian, dan Pj. Gubernur Jawa Barat. https://t.co/s3XzCkmCCU";13;251;298;2494;in;366987179;1712674572418629807;jokowi;https://twitter.com/jokowi/status/1712674572418629807
Fri Oct 13 02:30:37 +0000 2023;1712657061241307287;"Tim nasional sepak bola Indonesia mengalahkan Brunei Darussalam dalam laga Kualifikasi Piala Dunia 2026 di Stadion Utama Gelora Bung Karno, Kamis malam. Skornya 6-0.  Selamat kepada Tim Garuda. Kemenangan ini semoga terulang dalam laga tandang leg kedua di Brunei Darussalam… https://t.co/R37qYsHHov";15;166;385;3357;in;366987179;1712657061241307287;jokowi;https://twitter.com/jokowi/status/1712657061241307287
Wed Oct 11 09:50:52 +0000 2023;1712043079132397746;"Bertemu dengan Perdana Menteri Sao Tome dan Principe, Patrice Emery Trovoada, di sela-sela KTT Archipelagic and Island States (AIS) Forum, hari ini. Ini pertemuan pertama saya dengan PM Patrice Emery Trovoada yang datang menghadiri KTT di Bali tersebut.  Pada pertemuan tadi, saya… https://t.co/wxogfVxJv8";5;85;279;1999;in;366987179;1712043079132397746;jokowi;https://twitter.com/jokowi/status/1712043079132397746
Wed Oct 11 09:08:44 +0000 2023;1712032474052866530;"Di sela-sela pelaksanaan KTT Archipelagic and Island States (AIS) Forum, hari ini, saya menggelar pertemuan bilateral dengan Premier Niue, Dalton Emani Makamau Tagelagi, kemudian dengan Perdana Menteri Tuvalu, Kausea Natano.  Penguatan kerja sama yang dilandasi spirit kolaborasi… https://t.co/BaLvEaeIXA";2;48;198;1407;in;366987179;1712032474052866530;jokowi;https://twitter.com/jokowi/status/1712032474052866530
Wed Oct 11 08:53:18 +0000 2023;1712028592216096876;"Pertemuan bilateral bersama Presiden Federasi Mikronesia, Wesley Simina, di Bali Nusa Dua Convention Center, hari ini.   Sebagai sesama negara kepulauan, Indonesia dan Mikronesia berbagi tantangan yang kompleks bersama-sama di mana kita memiliki peran signifikan dan kontribusi… https://t.co/c2dPUj3Zjp";2;47;224;1458;in;366987179;1712028592216096876;jokowi;https://twitter.com/jokowi/status/1712028592216096876
Wed Oct 11 08:45:52 +0000 2023;1712026717563519441;"Pelaksanaan KTT Archipelagic and Island States (AIS) Forum di Bali merupakan salah satu komitmen Indonesia bekerja sama di level yang lebih tinggi untuk melakukan langkah konkret dalam menangani isu kawasan dan dunia. KTT AIS Forum juga menjadi wadah untuk terus menyuarakan… https://t.co/iLkQ4bcChc";1;41;188;1173;in;366987179;1712026717563519441;jokowi;https://twitter.com/jokowi/status/1712026717563519441
Wed Oct 11 00:27:33 +0000 2023;1711901313800474926;"Jamuan santap malam bersama para pemimpin dan delegasi negara-negara pulau dan kepulauan serta organisasi internasional di Bali International Convention Center (BICC), semalam.   Jamuan santap malam ini digelar sebagai bagian dari KTT Archipelago and Island States (AIS) Forum… https://t.co/utYnqcBfgK";4;131;309;2079;in;366987179;1711901313800474926;jokowi;https://twitter.com/jokowi/status/1711901313800474926
Tue Oct 10 11:48:15 +0000 2023;1711710230449713295;"Tiba di Bandara I Gusti Ngurah Rai, Kabupaten Badung, Bali sore ini. Saya datang ke Bali untuk membuka KTT Archipelago and Island States (AIS) Forum 2023, besok pagi.   Malam ini, saya menghadiri jamuan makan malam resmi bagi para pemimpin dan delegasi negara-negara pulau dan… https://t.co/cvrbpRrg4E";5;135;313;2316;in;366987179;1711710230449713295;jokowi;https://twitter.com/jokowi/status/1711710230449713295
Tue Oct 10 08:49:31 +0000 2023;1711665251496984581;"Indonesia mendesak agar perang dan tindakan kekerasan yang tengah berlangsung di daerah konflik Palestina-Israel segera dihentikan untuk menghindari bertambahnya korban jiwa dan harta benda.   Indonesia juga segera mengambil tindakan cepat untuk melindungi WNI yang berada di… https://t.co/hy34BcFWxK";119;465;866;4170;in;366987179;1711665251496984581;jokowi;https://twitter.com/jokowi/status/1711665251496984581
Tue Oct 10 02:42:23 +0000 2023;1711572856877043742;"Upacara Parade Senja dan penurunan bendera Merah Putih digelar kemarin di Lapangan Bela Negara, Kementerian Pertahanan sebagai bagian dari rangkaian hari ulang tahun ke-78 Tentara Nasional Indonesia.  Seusai prosesi mengheningkan cipta untuk menghormati para pejuang bangsa dan… https://t.co/U6k2AppypT";6;105;283;2162;in;366987179;1711572856877043742;jokowi;https://twitter.com/jokowi/status/1711572856877043742
Sun Oct 08 07:04:20 +0000 2023;1710914004506624503;"Datang ke Kabupaten Subang, Jawa Barat, hari ini, saya langsung bergabung dengan para petani yang sedang melaksanakan panen raya padi di Desa Ciasem Girang.   Hasil panen di desa ini menggembirakan. Ini bisa 9 ton setiap satu hektare. Padat sekali. Dari panen-panen inilah saya… https://t.co/lDVoV0uQ16";82;1129;659;5002;in;366987179;1710914004506624503;jokowi;https://twitter.com/jokowi/status/1710914004506624503
Thu Oct 05 12:46:07 +0000 2023;1709912852688224333;"Hari ini saya menggelar rapat terbatas di Istana Merdeka, untuk membahas soal proyek strategis nasional (PSN). Para menteri melaporkan PSN yang telah selesai, belum diresmikan, hingga yang dihentikan.  Sampai dengan 4 Oktober ini telah diselesaikan 170 proyek PSN dengan nilai… https://t.co/WVrk6tg0nl";51;691;567;3657;in;366987179;1709912852688224333;jokowi;https://twitter.com/jokowi/status/1709912852688224333
Thu Oct 05 10:25:27 +0000 2023;1709877451168665635;"Upacara peringatan HUT ke-78 Tentara Nasional Indonesia hari ini digelar di Lapangan Silang Monas, Jakarta.   Seusai rangkaian acara pemeriksaan pasukan, mengheningkan cipta bagi para arwah pahlawan, dan amanat dari inspektur upacara, juga ada pertunjukan seusai upacara berupa… https://t.co/9t6HI8ogP8";6;103;348;2426;in;366987179;1709877451168665635;jokowi;https://twitter.com/jokowi/status/1709877451168665635
Thu Oct 05 02:13:41 +0000 2023;1709753697214021726;"Tentara Nasional Indonesia selalu menjadi garda terdepan menghadapi setiap ancaman, tantangan, hambatan, dan gangguan yang dihadapi bangsa ini. Sebagai patriot NKRI, dalam memasuki tahun politik ini, TNI juga adalah pengawal demokrasi untuk Indonesia maju. https://t.co/N1bvg4tHY4";21;174;822;5093;in;366987179;1709753697214021726;jokowi;https://twitter.com/jokowi/status/1709753697214021726
Wed Oct 04 09:15:01 +0000 2023;1709497341382914500;"Menyampaikan pengarahan kepada peserta Program Pendidikan Singkat Angkatan XXIV dan alumni Program Pendidikan Reguler Angkatan LXV tahun 2023 Lembaga Ketahanan Nasional di Istana Negara, hari ini.  Kali ini, saya berbicara mengenai potensi ekonomi digital Indonesia yang sangat… https://t.co/I4ACK4WHG9";9;188;304;2092;in;366987179;1709497341382914500;jokowi;https://twitter.com/jokowi/status/1709497341382914500
Wed Oct 04 08:20:02 +0000 2023;1709483501408653822;"Pameran produk kerajinan International Handicraft Trade Fair (INACRAFT) kembali digelar tahun ini di Jakarta Convention Center. Saya sendiri melihat dari tahun ke tahun pameran INACRAFT ini makin baik dan makin menarik.   Antusiasme peserta untuk mengikuti INACRAFT juga sangat… https://t.co/1sIXvRRlGz";3;92;311;1953;in;366987179;1709483501408653822;jokowi;https://twitter.com/jokowi/status/1709483501408653822
Tue Oct 03 11:33:46 +0000 2023;1709169871857373287;"Memimpin rapat terbatas di Istana Merdeka, hari ini, khusus membahas soal mitigasi dampak fenomena cuaca El Nino, dari soal kekeringan, ketersediaan air bersih, situasi pertanian, hingga antisipasi dan penanganan kebakaran hutan dan lahan.  Secara umum, saya menyampaikan tiga… https://t.co/i4vmuReYUh";44;435;499;3514;in;366987179;1709169871857373287;jokowi;https://twitter.com/jokowi/status/1709169871857373287
Tue Oct 03 07:06:36 +0000 2023;1709102635989754290;"Hari ini, saya membuka Rapat Kerja Nasional Korps Pegawai Republik Indonesia di Jakarta. Dan saya merasa perlu memanfaatkan kesempatan ini untuk mendorong agar ekosistem kerja aparatur sipil negara (ASN) dapat memacu individu untuk berkinerja baik agar menghasilkan prestasi dan… https://t.co/t9FUIqTRnV";6;129;335;2161;in;366987179;1709102635989754290;jokowi;https://twitter.com/jokowi/status/1709102635989754290
Mon Oct 02 11:48:51 +0000 2023;1708811277169213670;"Naik kereta cepat WHOOSH menuju Stasiun Padalarang, Kabupaten Bandung Barat bersama Ibu Negara seusai peresmian Kereta Cepat Jakarta-Bandung, hari ini. https://t.co/Yz3FtQ9p5m";37;254;449;3121;in;366987179;1708811277169213670;jokowi;https://twitter.com/jokowi/status/1708811277169213670
Mon Oct 02 08:54:26 +0000 2023;1708767385891811336;"Saya meresmikan Kereta Cepat Jakarta-Bandung (KCJB) hari ini, 2 Oktober 2023. Kereta dengan kecepatan mencapai 350 kilometer per jam ini diberi nama WHOOSH -- terinspirasi dari suara yang melesat dari kereta berkecepatan tinggi,  juga singkatan dari waktu hemat, operasi optimal,… https://t.co/ZmkzJSFt2X";69;648;670;3983;in;366987179;1708767385891811336;jokowi;https://twitter.com/jokowi/status/1708767385891811336
Mon Oct 02 02:03:27 +0000 2023;1708663959103185074;"Menyambut Hari Batik Nasional yang jatuh pada 2 Oktober, kemarin digelar Istana Berbatik. Para tamu undangan yang datang mengenakan pakaian batik beragam motif dan corak dari berbagai daerah di Tanah Air.   Wakil Presiden Bapak Kiai Ma'ruf Amin dan Ibu Wury Ma'ruf Amin, para… https://t.co/6NfIIiLheg";17;131;500;2628;in;366987179;1708663959103185074;jokowi;https://twitter.com/jokowi/status/1708663959103185074
Mon Oct 02 01:16:26 +0000 2023;1708652124765344004;"Batik adalah jendela kebudayaan Indonesia. Melalui motif dan warnanya yang sarat filosofi, yang terpampang indah di atas bentangan kain dan telah diterapkan pula di berbagai medium, batik membawa wajah Indonesia ke hadapan dunia.   Dengan segenap kelebihan dan keunikannya itu,… https://t.co/a0Neac08Ol";844;460;1907;14421;in;366987179;1708652124765344004;jokowi;https://twitter.com/jokowi/status/1708652124765344004
Sun Oct 01 05:35:16 +0000 2023;1708354876626104662;"Upacara peringatan Hari Kesaktian Pancasila Tahun 2023 digelar pagi ini di Monumen Pancasila Sakti, Lubang Buaya, Jakarta. Hadir para pimpinan lembaga negara, para menteri Kabinet Indonesia Maju, dan undangan lainnya.  Dalam upacara ini, Ketua DPD La Nyalla Matalitti membacakan… https://t.co/PE8QpVKuns";11;204;418;2946;in;366987179;1708354876626104662;jokowi;https://twitter.com/jokowi/status/1708354876626104662
Sun Oct 01 01:46:34 +0000 2023;1708297321648451982;"Seluruh negara di dunia kini menghadapi tantangan yang tak terkira dari berbagai aspek kehidupan global. Ada tantangan dari perubahan iklim, krisis pangan, krisis energi, resesi ekonomi, disrupsi teknologi, dan tak sedikit pula negara yang masih terseok-seok memulihkan diri dari… https://t.co/GJbYN3ucIx";84;574;1471;8894;in;366987179;1708297321648451982;jokowi;https://twitter.com/jokowi/status/1708297321648451982
Fri Sep 29 09:56:08 +0000 2023;1707695749923045481;"Bagaimana pencapaian sektor transportasi di Indonesia dalam kurun waktu 10 tahun terakhir? Anda bisa menyaksikannya dalam pameran Hub Space bertema Journey to Connect Indonesia yang sedang berlangsung di Jakarta Convention Center   Saya sendiri datang meninjau pameran tersebut… https://t.co/NMVPI6arof";22;289;451;3197;in;366987179;1707695749923045481;jokowi;https://twitter.com/jokowi/status/1707695749923045481
